id,name,mass_g,fall,year,latitude,longitude
5728,Dar al Gani 180,1700,Found,1996,27.2645,16.40867
5737,Dar al Gani 189,3370,Found,1996,27.18283,15.94233
5738,Dar al Gani 190,2550,Found,1996,27.16467,15.943
5739,Dar al Gani 191,1379,Found,1996,27.1615,15.95083
5740,Dar al Gani 192,3145,Found,1996,27.12817,16.004
5747,Dar al Gani 199,1699,Found,1996,27.058,16.40217
5753,Dar al Gani 205,2195,Found,1996,27.643,15.90167
5763,Dar al Gani 215,3600,Found,1996,27.1275,16.104
5765,Dar al Gani 217,3550,Found,1996,27.13083,16.13233
9614,Elephant Moraine 96020,1307.5,Found,1996,-76.18333,157.16667
9621,Elephant Moraine 96027,2038.3,Found,1996,-76.18333,157.16667
10091,Fermo,10200,Fell,1996,43.18111,13.75333
11187,Great Sand Sea 007,1450,Found,1996,26.91028,26.15167
11435,Guangmingshan,2910,Fell,1996,39.80417,122.76389
11650,Hammadah al Hamra 167,1055,Found,1996,28.876830000000002,12.42017
11654,Hammadah al Hamra 171,1195,Found,1996,28.61883,13.36267
11656,Hammadah al Hamra 173,45000,Found,1996,28.63667,13.1965
11658,Hammadah al Hamra 175,1582,Found,1996,28.63183,13.086
11659,Hammadah al Hamra 176,1147,Found,1996,28.6595,13.30567
11664,Hammadah al Hamra 181,1133,Found,1996,28.5845,12.9045
11666,Hammadah al Hamra 183,5000,Found,1996,28.61067,13.33417
11667,Hammadah al Hamra 184,2010,Found,1996,28.48067,13.03133
11668,Hammadah al Hamra 185,1645,Found,1996,28.698,13.31933
11669,Hammadah al Hamra 186,1280,Found,1996,28.71217,13.27367
11677,Hammadah al Hamra 194,1255,Found,1996,28.65517,13.47017
12347,Korra Korrabes,140000,Found,1996,-25.2,18.08333
16560,Meteorite Hills 96501,4939.3,Found,1996,-79.68333,155.75
16571,Meteorite Hills 96512,2133.5,Found,1996,-79.68333,159.75
16769,Mount DeWitt 96600,1644.4,Found,1996,-77.2,159.83333
18831,Piplia Kalan,42000,Fell,1996,26.03472,73.94167
22383,Rammya,2481,Found,1996,31.16667,-3.91667
24128,Uruq al Hadd 002,3700,Found,1996,18.5,52.16667
47701,Bouri,9100,Found,1996,10.26667,40.56667
56552,Rencoret 001,1992,Found,1996,-23.17556,-69.71833
9,Abu Moharek,4500,Found,1997,27.23944,29.83583
385,Adrar Madet,1113,Found,1997,18.5,10.4
5166,Bur-Abor,290000,Found,1997,3.98333,41.65
5309,Cerro del Inca,20600,Found,1997,-22.21667,-68.90833
5780,Dar al Gani 232,1338,Found,1997,27.16583,16.08617
5796,Dar al Gani 248,1890,Found,1997,27.20667,16.2045
5799,Dar al Gani 251,2412,Found,1997,27.11583,16.376830000000002
5804,Dar al Gani 256,7141,Found,1997,27.06117,16.17817
5842,Dar al Gani 294,1616,Found,1997,27.202,16.36733
5846,Dar al Gani 298,2459,Found,1997,26.78917,16.70467
5861,Dar al Gani 313,3294,Found,1997,26.80733,15.9015
5866,Dar al Gani 318,4236,Found,1997,27.14317,15.873
5870,Dar al Gani 322,1126,Found,1997,27.09917,16.14033
5871,Dar al Gani 323,2711,Found,1997,28.3,15.7175
5881,Dar al Gani 333,1050,Found,1997,27.13017,16.23183
5917,Dar al Gani 369,1001,Found,1997,27.94867,15.90133
5939,Dar al Gani 391,1605,Found,1997,27.35683,16.167
6035,Dar al Gani 487,8189,Found,1997,27.38333,16.41667
6036,Dar al Gani 488,3259,Found,1997,27.26667,16.11667
6037,Dar al Gani 489,2146,Found,1997,27.13333,16.08333
6045,Dar al Gani 497,1604,Found,1997,27.20333,16.0715
6048,Dar al Gani 500,1030,Found,1997,27.33083,16.28317
6050,Dar al Gani 502,4242,Found,1997,27.28883,16.11533
6069,Dar al Gani 521,1567,Found,1997,27.311,16.234
6092,Dar al Gani 544,1589,Found,1997,26.96333,16.45933
6099,Dar al Gani 551,5265,Found,1997,27.27683,16.12567
6106,Dar al Gani 558,1125,Found,1997,27.54767,15.847
6117,Dar al Gani 570,1250,Found,1997,27.547,15.85933
6194,Dar al Gani 647,1425,Found,1997,27.16667,16.13333
6281,Dar al Gani 734,1378,Found,1997,27.13183,16.05
6496,Dar al Gani 956,15000,Found,1997,27.13267,15.9925
7806,El Hammami,240000,Found,1997,23.28333,-10.81667
11688,Hammadah al Hamra 205,1880,Found,1997,28.56517,13.27633
11689,Hammadah al Hamra 206,1100,Found,1997,28.58883,13.334
11696,Hammadah al Hamra 213,1209,Found,1997,28.482,13.31867
11697,Hammadah al Hamra 214,1637,Found,1997,28.50267,13.23133
11700,Hammadah al Hamra 217,1267,Found,1997,28.548,13.0285
11701,Hammadah al Hamra 218,2540,Found,1997,28.64483,13.323
11703,Hammadah al Hamra 220,4153,Found,1997,28.932,12.62533
11704,Hammadah al Hamra 221,1227,Found,1997,29.22083,11.54067
11705,Hammadah al Hamra 222,3393,Found,1997,29.187,11.60167
11706,Hammadah al Hamra 223,2833,Found,1997,29.18633,11.60567
11708,Hammadah al Hamra 225,2469,Found,1997,28.95933,12.334
11710,Hammadah al Hamra 227,1920,Found,1997,28.66,12.64833
11719,Hammadah al Hamra 236,8261,Found,1997,28.52633,13.06517
11720,Hammadah al Hamra 237,3173,Found,1997,28.60933,13.04917
11723,Hammadah al Hamra 240,1624,Found,1997,29.44983,11.36117
11724,Hammadah al Hamra 241,1579,Found,1997,29.44367,11.35383
11725,Hammadah al Hamra 242,1440,Found,1997,29.04117,12.88567
11731,Hammadah al Hamra 248,2345,Found,1997,28.643,12.77533
11733,Hammadah al Hamra 250,2650,Found,1997,28.82867,12.92833
12203,Juancheng,100000,Fell,1997,35.5,115.41667
12310,Kimba,1492,Found,1997,-33.21667,136.41667
18889,Primm,3383,Found,1997,35.66667,-115.36667
20408,Queen Alexandra Range 97001,2358.3,Found,1997,-84,168
20409,Queen Alexandra Range 97002,1384.3,Found,1997,-84,168
20410,Queen Alexandra Range 97003,1384.3,Found,1997,-84,168
20413,Queen Alexandra Range 97006,4057.5,Found,1997,-84,168
20419,Queen Alexandra Range 97012,1272.5,Found,1997,-84,168
20425,Queen Alexandra Range 97018,2883.9,Found,1997,-84,168
22814,Sahara 97001,25450,Found,1997,1,1
22815,Sahara 97002,2540,Found,1997,1,1
22816,Sahara 97003,1251,Found,1997,1,1
22824,Sahara 97012,1430,Found,1997,1,1
22844,Sahara 97035,9750,Found,1997,1,1
22845,Sahara 97036,9905,Found,1997,1,1
22850,Sahara 97044,2100,Found,1997,1,1
22854,Sahara 97049,2060,Found,1997,1,1
22873,Sahara 97070,1250,Found,1997,1,1
22875,Sahara 97072,1270,Found,1997,1,1
22890,Sahara 97087,11210,Found,1997,1,1
22893,Sahara 97090,2510,Found,1997,1,1
22894,Sahara 97091,6140,Found,1997,1,1
22896,Sahara 97093,1359,Found,1997,1,1
22897,Sahara 97095,7304,Found,1997,1,1
22898,Sahara 97096,2516,Found,1997,1,1
22899,Sahara 97097,12300,Found,1997,1,1
22948,Sahara 97153,3790,Found,1997,1,1
22952,Sahara 97158,1050,Found,1997,1,1
22966,Sahara 97172,1159,Found,1997,1,1
22968,Sahara 97175,2138,Found,1997,1,1
22969,Sahara 97176,1165,Found,1997,1,1
22972,Sahara 97179,1080,Found,1997,1,1
22974,Sahara 97181,2230,Found,1997,1,1
22975,Sahara 97182,1240,Found,1997,1,1
22996,Sahara 97210,3200,Found,1997,1,1
22997,Sahara 97211,4140,Found,1997,1,1
23673,Souslovo,19300,Found,1997,55.4295,55.78727
23991,Tiffa 001,26900,Found,1997,19.949,11.933
23992,Tiffa 002,4705,Found,1997,19.696,11.52683
23994,Tiffa 004,1362,Found,1997,19.955,11.87517
24005,Tindouf,1550,Found,1997,27.75,-8.13333
24188,Vissannapeta,1303.8,Fell,1997,16.83333,80.75
24337,Worden,1551,Fell,1997,42.38467,-83.6115
4988,Bechar 001,39000,Found,1998,30.83333,-3.33333
4989,Bechar 002,12000,Found,1998,30.83333,-3.33333
5155,Bruceville,83000,Found,1998,38.295,-121.405
5313,Chadong,3700,Fell,1998,28.53333,109.31667
5945,Dar al Gani 397,1008,Found,1998,27.81833,15.91533
5947,Dar al Gani 399,11455,Found,1998,27.86667,15.94283
5948,Dar al Gani 400,1425,Found,1998,27.3695,16.19883
5950,Dar al Gani 402,1861,Found,1998,27.814,15.9115
5954,Dar al Gani 406,5100,Found,1998,28.14033,15.82383
5980,Dar al Gani 432,1555,Found,1998,27.4475,15.985
5988,Dar al Gani 440,1561,Found,1998,27.48333,16.263
6001,Dar al Gani 453,1896,Found,1998,27.804,15.935
6003,Dar al Gani 455,2670,Found,1998,27.80517,15.92667
6007,Dar al Gani 459,1082,Found,1998,27.814330000000002,15.9145
6008,Dar al Gani 460,2310,Found,1998,27.80383,15.921
6009,Dar al Gani 461,1228,Found,1998,28.019,15.86333
6011,Dar al Gani 463,1916,Found,1998,27.01167,15.86483
6014,Dar al Gani 466,1296,Found,1998,28.01,15.845
6015,Dar al Gani 467,1731,Found,1998,28.00883,15.84283
6018,Dar al Gani 470,4152,Found,1998,27.78533,15.95233
6024,Dar al Gani 476,2015,Found,1998,27.35267,16.20067
6025,Dar al Gani 477,16128,Found,1998,27.74767,16.003
6026,Dar al Gani 478,7367,Found,1998,27.75467,15.98183
6122,Dar al Gani 575,3200,Found,1998,27.217,16.38917
6134,Dar al Gani 587,1105,Found,1998,27.1515,16.083
6140,Dar al Gani 593,1040,Found,1998,27.63917,15.881
6142,Dar al Gani 595,14931,Found,1998,27.63917,15.90133
6147,Dar al Gani 600,1190,Found,1998,26.91633,16.67483
6149,Dar al Gani 602,1055,Found,1998,26.99317,16.13933
6153,Dar al Gani 606,1362,Found,1998,26.879,16.69783
6155,Dar al Gani 608,1870,Found,1998,26.97033,16.36083
6157,Dar al Gani 610,44000,Found,1998,26.85,16.73333
6159,Dar al Gani 612,1492,Found,1998,27.26917,16.364
6166,Dar al Gani 619,1050,Found,1998,27.47883,16.30367
6171,Dar al Gani 624,1750,Found,1998,27.3705,16.18833
6182,Dar al Gani 635,1390,Found,1998,26.90483,16.679
6183,Dar al Gani 636,2975,Found,1998,26.881,16.54917
6184,Dar al Gani 637,1149,Found,1998,26.88217,16.65167
6185,Dar al Gani 638,8170,Found,1998,26.95,16.15
6188,Dar al Gani 641,1030,Found,1998,26.96417,16.46917
6284,Dar al Gani 737,1053,Found,1998,27.1895,16.0645
6288,Dar al Gani 741,20500,Found,1998,27.08167,16.28333
6289,Dar al Gani 742,2222,Found,1998,27.13333,16.05
6293,Dar al Gani 746,2300,Found,1998,27.15217,16.10317
6406,Dar al Gani 859,2517,Found,1998,26.98067,16.34633
6448,Dar al Gani 901,9000,Found,1998,27.88083,16.9135
6509,Dar al Gani 969,3145,Found,1998,26.98017,16.34967
6604,Dashoguz,7000,Fell,1998,41.98444,59.685
10171,Foum Zguid,6000,Found,1998,30.06667,-6.9
10993,Graves Nunataks 98001,7296.7,Found,1998,-86.71667,-141.5
11006,Graves Nunataks 98014,1130.7,Found,1998,-86.71667,-141.5
11007,Graves Nunataks 98015,1201.9,Found,1998,-86.71667,-141.5
11023,Graves Nunataks 98031,2309.8,Found,1998,-86.71667,-141.5
11024,Graves Nunataks 98032,1699.5,Found,1998,-86.71667,-141.5
11033,Graves Nunataks 98041,1081.5,Found,1998,-86.71667,-141.5
11041,Graves Nunataks 98049,2341.9,Found,1998,-86.71667,-141.5
11176,Graves Nunataks 98186,29000,Found,1998,-86.71667,-141.5
11741,Hammadah al Hamra 258,1210,Found,1998,28.8585,11.43217
11742,Hammadah al Hamra 259,5055,Found,1998,28.75,11.56667
11906,Hope Creek,9830,Found,1998,65.38333,-146.26667
12161,Jiddat al Harasis 102,1007.33,Found,1998,19.51185,56.98178
12379,Kunya-Urgench,1100000,Fell,1998,42.25,59.2
12414,Lahmada,7360,Found,1998,27.16667,-9.5
12424,Lahmada 011,1520,Found,1998,27.23033,-9.7505
12425,Lahmada 012,2510,Found,1998,27.23333,-9.7585
12426,Lahmada 013,1373,Found,1998,27.2335,-9.75817
12428,Lahmada 015,1455,Found,1998,27.2335,-9.75767
16719,Monahans (1998),2587,Fell,1998,31.60833,-102.85833
17062,Northwest Africa 052,1088,Found,1998,31.11667,-5.18333
18052,Ourique,20000,Fell,1998,37.60833,-8.28
18056,Overland Park,1374,Found,1998,38.96667,-94.66667
18874,Portales Valley,71400,Fell,1998,34.175,-103.295
22795,Safsaf,11870,Found,1998,30.26667,-4.66667
22999,Sahara 98034,10345,Found,1998,1,1
23001,Sahara 98044,3145,Found,1998,1,1
23004,Sahara 98088,2580,Found,1998,1,1
23010,Sahara 98175,1335,Found,1998,1,1
23560,Shişr 025,7293.48,Found,1998,18.1074,53.8319
30384,Zag,175000,Fell,1998,27.33333,-9.33333
30390,Zakłodzie,8680,Found,1998,50.76278,22.86611
30392,Zapaliname,85000,Found,1998,25.00944,-100.75
30398,Zegdou,6700,Found,1998,29.75,-4.5
32788,Yamato 980433,1497.5,Found,1998,1,1
33666,Northwest Africa 3342,1250,Found,1998,1,1
34272,Northwest Africa 4000,1465,Found,1998,1,1
34273,Northwest Africa 4001,1113,Found,1998,1,1
36652,Yamato 980026,1054,Found,1998,1,1
36705,Yamato 980079,1840,Found,1998,1,1
37101,Yamato 980478,1413.8,Found,1998,1,1
38731,Yamato 982109,2000,Found,1998,0,0
45812,Mount Leake,3667,Found,1998,-25.87667,119.07333
49146,Northwest Africa 5429,4205,Found,1998,0,0
54650,Dar al Gani 1058,1815,Found,1998,27.375,16.184
1307,Allan Hills 99506,1009.2,Found,1999,-76.71667,159.66667
2343,Asab,1530,Found,1999,-25.43333,17.91667
5045,Bilanga,25000,Fell,1999,12.45,-0.08333
5083,Bluewing 005,7200,Found,1999,40.28563,-118.94657
5623,Dar al Gani 1006,4150,Found,1999,27.203,15.90067
5652,Dar al Gani 1037,4012.4,Found,1999,27.33333,16.21667
6197,Dar al Gani 650,3700,Found,1999,27.25861,16.01139
6200,Dar al Gani 653,2125,Found,1999,27.01667,16.36667
6201,Dar al Gani 654,2478,Found,1999,26.8,16.06667
6217,Dar al Gani 670,1619,Found,1999,1,1
6219,Dar al Gani 672,1616,Found,1999,27.46667,16.3
6229,Dar al Gani 682,1998,Found,1999,27.03333,16.18333
6231,Dar al Gani 684,2210,Found,1999,27.08333,16.38333
6245,Dar al Gani 698,10400,Found,1999,1,1
6252,Dar al Gani 705,1120,Found,1999,26.96667,16.4
6296,Dar al Gani 749,95000,Found,1999,27.30167,15.7645
6305,Dar al Gani 758,2223,Found,1999,27.76767,15.94067
6310,Dar al Gani 763,3906,Found,1999,27.0155,16.534
6313,Dar al Gani 766,1806,Found,1999,26.9705,16.53717
6326,Dar al Gani 779,18800,Found,1999,26.99233,16.4375
6398,Dar al Gani 851,1395,Found,1999,27.20217,15.893
6400,Dar al Gani 853,2655,Found,1999,27.197,15.9045
6405,Dar al Gani 858,3810,Found,1999,27.20233,15.89583
6495,Dar al Gani 955,18500,Found,1999,27.13183,16.20767
6538,Dar al Gani 998,3522,Found,1999,27.17433,15.9205
6706,Dhofar 007,21270,Found,1999,18.335,54.18167
6707,Dhofar 008,2200,Found,1999,18.34167,54.18833
6708,Dhofar 009,2102,Found,1999,18.28167,54.11
6709,Dhofar 010,3527.6,Found,1999,18.33833,54.19833
6728,Dhofar 029,2792,Found,1999,19.1005,54.8235
6731,Dhofar 032,4002,Found,1999,19.122,54.794670000000004
6735,Dhofar 036,1587,Found,1999,19.1275,54.8145
6736,Dhofar 037,1024,Found,1999,19.11733,54.79683
6740,Dhofar 041,2356,Found,1999,19.10067,54.82
6742,Dhofar 043,1491,Found,1999,19.10533,54.81283
6745,Dhofar 046,1177,Found,1999,19.1575,54.81967
6748,Dhofar 049,2164,Found,1999,19.176,54.84533
6756,Dhofar 057,4588,Found,1999,19.16217,54.7665
6757,Dhofar 058,8852,Found,1999,19.17067,54.75967
6765,Dhofar 066,1001,Found,1999,19.18467,54.6725
6768,Dhofar 069,10083,Found,1999,19.15867,54.731
6773,Dhofar 074,2005,Found,1999,19.16717,54.781
6775,Dhofar 076,2876,Found,1999,19.21767,54.56733
6793,Dhofar 094,4395,Found,1999,18.665,54.56667
6794,Dhofar 095,1095,Found,1999,18.67917,54.58783
6797,Dhofar 098,1185,Found,1999,18.755,54.50833
6799,Dhofar 100,2551,Found,1999,18.90967,54.4765
6854,Dhofar 105,2984,Found,1999,19.33517,54.79183
6976,Dhofar 192,4779,Found,1999,18.26167,54.24333
6979,Dhofar 195,2384,Found,1999,18.26333,54.24667
7657,Djoumine,10000,Fell,1999,36.95,9.55
10115,Floydada (b),6266,Found,1999,33.98333,-101.33333
10946,Goose Creek,2132.3,Found,1999,37.435,-98.31833
11190,Great Sand Sea 019,12000,Found,1999,25.53667,25.65778
11470,Hagersville,30000,Found,1999,42.96667,-80.15
11771,Hammadah al Hamra 288,2625,Found,1999,29.0755,12.57783
11772,Hammadah al Hamra 289,3030,Found,1999,29.09517,12.5655
11773,Hammadah al Hamra 290,5205,Found,1999,29.01483,12.6275
11811,Hammadah al Hamra 328,30440,Found,1999,28.95833,10.59167
12091,Jiddat al Harasis 003,10830,Found,1999,19.53,55.75833
12094,Jiddat al Harasis 006,1318,Found,1999,19.36,56.29167
12100,Jiddat al Harasis 012,2178,Found,1999,19.19633,55.77433
12101,Jiddat al Harasis 013,1001,Found,1999,19.17117,56.15583
12105,Jiddat al Harasis 017,2608,Found,1999,19.24217,56.11733
12422,Lahmada 009,70000,Found,1999,27.16667,-9.5
16656,Miller Range 99300,2419.8,Found,1999,-83.25,157
16657,Miller Range 99301,4037.3,Found,1999,-83.25,157
16658,Miller Range 99302,1460,Found,1999,-83.25,157
16660,Miller Range 99304,1330.6,Found,1999,-83.25,157
16661,Miller Range 99305,1710.1,Found,1999,-83.25,157
17011,Northwest Africa 001,1200,Found,1999,1,1
17020,Northwest Africa 010,2000,Found,1999,29.91667,-5.58333
17036,Northwest Africa 026,1265,Found,1999,30.33333,-5.83333
17044,Northwest Africa 034,3500,Found,1999,32.05,-3.03333
17154,Northwest Africa 1202,1638,Found,1999,1,1
17174,Northwest Africa 1222,2800,Found,1999,1,1
17175,Northwest Africa 1223,2328,Found,1999,1,1
17179,Northwest Africa 1227,1050,Found,1999,1,1
17349,Northwest Africa 159,4500,Found,1999,30.33333,-5.83333
17442,Northwest Africa 176,2000,Found,1999,1,1
17663,Northwest Africa 251,1120,Found,1999,29.91667,-5.58333
17668,Northwest Africa 256,7000,Found,1999,29.91667,-5.58333
17671,Northwest Africa 265,1334,Found,1999,1,1
17718,Northwest Africa 426,1260,Found,1999,1,1
17737,Northwest Africa 469,7000,Found,1999,1,1
17763,Northwest Africa 512,8000,Found,1999,23.6,-5
17765,Northwest Africa 514,2472,Found,1999,30.13333,-6.88333
17816,Northwest Africa 734,1150,Found,1999,32.33333,-3.5
17849,Northwest Africa 778,9747,Found,1999,29.41667,-5.26667
17852,Northwest Africa 820,2000,Found,1999,31.41667,-4.18333
21454,Queen Alexandra Range 99001,22000,Found,1999,-84,168
21455,Queen Alexandra Range 99002,2749.6,Found,1999,-84,168
21456,Queen Alexandra Range 99003,3492.1,Found,1999,-84,168
21457,Queen Alexandra Range 99004,2369.4,Found,1999,-84,168
21460,Queen Alexandra Range 99008,2228.5,Found,1999,-84,168
21461,Queen Alexandra Range 99009,1814.3,Found,1999,-84,168
21462,Queen Alexandra Range 99010,1293.4,Found,1999,-84,168
21463,Queen Alexandra Range 99011,1451.9,Found,1999,-84,168
21464,Queen Alexandra Range 99012,2016.8,Found,1999,-84,168
21467,Queen Alexandra Range 99015,1460.4,Found,1999,-84,168
21468,Queen Alexandra Range 99016,2166.4,Found,1999,-84,168
21469,Queen Alexandra Range 99017,4999,Found,1999,-84,168
21470,Queen Alexandra Range 99018,1000.2,Found,1999,-84,168
21475,Queen Alexandra Range 99023,1933,Found,1999,-84,168
21476,Queen Alexandra Range 99024,2074,Found,1999,-84,168
21548,Queen Alexandra Range 99096,1029.2,Found,1999,-84,168
23045,Sahara 99070,1780,Found,1999,1,1
23049,Sahara 99159,1023,Found,1999,1,1
23054,Sahara 99327,3320,Found,1999,1,1
23063,Sahara 99544,1360,Found,1999,1,1
23065,Sahara 99555,2710,Found,1999,1,1
23068,Sahara 99676,6050,Found,1999,1,1
23158,Sandy Creek,1330,Found,1999,40.43333,-98.06667
23184,Sarir Qattusah 005,1527,Found,1999,26.8425,15.69183
23194,Sayh al Uhaymir 002,2569,Found,1999,20.97183,56.878
23197,Sayh al Uhaymir 005,1344,Found,1999,20.996,57.32583
23200,Sayh al Uhaymir 008,8579,Found,1999,20.9805,57.319
23201,Sayh al Uhaymir 009,1848,Found,1999,20.9915,57.307
23202,Sayh al Uhaymir 010,4682,Found,1999,20.992,57.30583
23205,Sayh al Uhaymir 013,5496,Found,1999,20.9655,57.32083
23208,Sayh al Uhaymir 016,7745,Found,1999,20.97867,57.32717
23209,Sayh al Uhaymir 017,2059,Found,1999,20.96833,57.31733
23792,Talbachat n'aït Isfoul,8000,Found,1999,29.98333,-5.23333
23875,Taouz 002,8350,Found,1999,30.9,-3.96667
24093,Twodot,21400,Found,1999,46.7,-110.13333
30455,Coyote Dry Lake 024,2430,Found,1999,35.0715,-116.77205
30456,Coyote Dry Lake 033,5220,Found,1999,35.05605,-116.7763
30459,Coyote Dry Lake 061,2134,Found,1999,35.05242,-116.7667
30461,Coyote Dry Lake 064,1364.31,Found,1999,35.05817,-116.7743
30466,Coyote Dry Lake 115,1369,Found,1999,35.05865,-116.76872
30738,Kalahari 009,13500,Found,1999,-20.9818,22.9766
31314,Sahara 99477,9220,Found,1999,1,1
33135,Northwest Africa 2614,1500,Found,1999,0,0
35465,Katagum,1500,Fell,1999,11.33333,10.08333
47090,Northwest Africa 4910,2100,Found,1999,1,1
51707,Morrow County,18200,Found,1999,45.5,-119.5
56101,Catalina 003,3180,Found,1999,-25.20467,-69.82858
5510,Danby Dry Lake,8991,Found,2000,34.216667,-115.05
6359,Dar al Gani 812,2022,Found,2000,26.95867,16.4555
6368,Dar al Gani 821,1103,Found,2000,26.99533,16.44683
6488,Dar al Gani 948,1032,Found,2000,27.68717,15.97717
6491,Dar al Gani 951,1080,Found,2000,27.90167,15.8635
6519,Dar al Gani 979,2483,Found,2000,27.45017,16.18667
6539,Dar al Gani 999,2106,Found,2000,27.02583,16.36583
6600,Daraj 145,3354,Found,2000,29.64528,11.66472
6601,Daraj 146,4553,Found,2000,29.62778,11.7025
6666,Derrick Peak 00200,10000,Found,2000,-80.06667,156.38333
6667,Derrick Peak 00201,2689.4,Found,2000,-80.06667,156.38333
6704,Dhofar 005,125500,Found,2000,18.16667,54.16667
6711,Dhofar 012,4472,Found,2000,18.35833,54.23333
6712,Dhofar 013,1070,Found,2000,18.36667,54.23667
6716,Dhofar 017,1736,Found,2000,18.16,54.13833
6718,Dhofar 019,1056,Found,2000,18.315,54.14833
6719,Dhofar 020,256000,Found,2000,19.03333,54.51667
6720,Dhofar 021,2534,Found,2000,18.15333,54.17833
6878,Dhofar 1071,4180,Found,2000,18.85395,54.64743
6894,Dhofar 109,2209,Found,2000,18.7385,54.47817
6895,Dhofar 110,1287,Found,2000,18.43683,54.45483
6907,Dhofar 122,1556,Found,2000,18.9855,54.62467
6908,Dhofar 123,1159,Found,2000,19.0145,54.60433
6910,Dhofar 125,2697,Found,2000,18.98667,54.6005
6912,Dhofar 127,1349,Found,2000,19.29133,54.8345
6914,Dhofar 129,1240,Found,2000,19.29583,54.73183
6916,Dhofar 131,9680,Found,2000,19.136,54.82267
6917,Dhofar 132,5010,Found,2000,19.15,54.58067
6920,Dhofar 135,1495,Found,2000,18.33233,54.2615
6923,Dhofar 138,5640,Found,2000,18.31133,54.36933
6924,Dhofar 139,1815,Found,2000,18.33767,54.45217
6925,Dhofar 140,3170,Found,2000,18.33583,54.512
6927,Dhofar 142,1835,Found,2000,18.38233,54.23617
6928,Dhofar 143,1785,Found,2000,18.412,54.16783
6931,Dhofar 146,8795,Found,2000,18.34367,54.41567
6933,Dhofar 148,5432,Found,2000,18.32167,54.481
6938,Dhofar 153,1025,Found,2000,19.11067,54.81633
6939,Dhofar 154,1045,Found,2000,19.1175,54.82683
6941,Dhofar 156,1780,Found,2000,19.1465,54.64783
6942,Dhofar 157,5300,Found,2000,19.08833,54.79267
6946,Dhofar 161,2506.1,Found,2000,19.27139,54.84722
6947,Dhofar 162,1967,Found,2000,19.12944,54.36861
6952,Dhofar 167,3636,Found,2000,19.05889,54.615
6953,Dhofar 168,1452,Found,2000,19.04056,54.58167
6967,Dhofar 183,1606.3,Found,2000,18.84722,54.47306
6971,Dhofar 187,3049.2,Found,2000,18.85972,54.47056
6984,Dhofar 200,1816,Found,2000,19.30333,54.59833
6986,Dhofar 202,1178.1,Found,2000,19.41667,54.75667
6996,Dhofar 212,1456,Found,2000,18.86,54.83167
7005,Dhofar 221,3536,Found,2000,18.25167,54.19833
7006,Dhofar 222,5680,Found,2000,18.69333,54.37
7007,Dhofar 223,1708,Found,2000,18.26667,54.09667
7022,Dhofar 239,4950,Found,2000,18.4235,54.48
7050,Dhofar 267,1910,Found,2000,18.32667,54.21833
7052,Dhofar 269,2006,Found,2000,19.03833,54.515
7054,Dhofar 271,1335,Found,2000,18.265,54.045
7074,Dhofar 291,1164,Found,2000,18.24833,54.10333
7079,Dhofar 296,1412,Found,2000,19.32833,54.7
7139,Dhofar 356,1372,Found,2000,18.63768,54.73132
7143,Dhofar 360,15300,Found,2000,19.04002,54.78383
7144,Dhofar 361,1715,Found,2000,19.03272,54.85748
7147,Dhofar 365,4623,Found,2000,19.09138,54.79483
7157,Dhofar 375,6933,Found,2000,19.03822,54.79423
7161,Dhofar 379,25000,Found,2000,19.0084,54.76913
7302,Dhofar 541,1233.3,Found,2000,18.33433,54.18067
7491,Dhofar 745,3600,Found,2000,18.88637,54.65452
7493,Dhofar 747,1555,Found,2000,18.79565,54.73953
7494,Dhofar 748,1030,Found,2000,18.77152,54.71638
7495,Dhofar 749,1730,Found,2000,18.8773,54.78035
7497,Dhofar 751,1155,Found,2000,18.89213,54.71285
7518,Dhofar 772,9187,Found,2000,19.0855,54.76243
7526,Dhofar 780,1856,Found,2000,19.72137,54.67897
7527,Dhofar 781,1200,Found,2000,18.57135,54.71478
7732,Dronino,40000,Found,2000,54.74667,41.42167
7805,El Gouanem,2100,Found,2000,30.1,-6.85
11191,Great Sand Sea 020,5420,Found,2000,26.01667,25.73333
11433,Guanaco,13100,Found,2000,-25.1,-69.53333
11744,Hammadah al Hamra 261,1078,Found,2000,28.455,12.85083
11749,Hammadah al Hamra 266,3263,Found,2000,28.47883,12.86367
11763,Hammadah al Hamra 280,26500,Found,2000,28.47017,12.972
11764,Hammadah al Hamra 281,3598,Found,2000,28.4925,13.213
11768,Hammadah al Hamra 285,1236,Found,2000,29.03857,13.20712
11775,Hammadah al Hamra 292,3570,Found,2000,29.021,10.53783
11777,Hammadah al Hamra 294,3710,Found,2000,29.1,12.31667
11779,Hammadah al Hamra 296,27064,Found,2000,29.1,12.31667
11785,Hammadah al Hamra 302,1514,Found,2000,28.53683,13.312
11786,Hammadah al Hamra 303,1016,Found,2000,28.54083,13.39917
11793,Hammadah al Hamra 310,1265,Found,2000,29.44633,13.204
12002,Igdi,1470,Found,2000,29.23333,-8.36667
12070,Jalu,150000,Found,2000,27.95833,21.68333
12108,Jiddat al Harasis 020,1961,Found,2000,19.83139,56.08592
12109,Jiddat al Harasis 021,1400,Found,2000,19.27,56.09333
12116,Jiddat al Harasis 028,1060,Found,2000,19.62167,55.40833
12120,Jiddat al Harasis 058,4180,Found,2000,19.80618,56.68707
12126,Jiddat al Harasis 064,1140,Found,2000,19.63623,55.64393
